Frame #,Arm Pink X,Arm Pink Y,Leg Pink X,Leg Pink Y,Shoulder Orange X,Shoulder Orange Y,Back Orange X,Back Orange Y,Neck Green X,Neck Green Y,Timestamp (microseconds),angles,Seconds,Arm Pink X meters,Leg Pink X meters,Shoulder Orange X meters,Back Orange X meters,Neck Green X meters,Arm Pink Y meters,Leg Pink Y meters,Shoulder Orange Y meters,Back Orange Y meters,Neck Green Y meters,angular velocity,Arm Pink m/s,Leg Pink m/s,Shoulder Orange m/s,Back Orange m/s,Neck Green m/s
1.0,374.6515198,1233.113647,467.8869934,1696.113037,423.9393921,1067.735962,519.8955688,1245.164673,543.0670776,1015.400391,1660879978000000.0,0.0,0.0,0.4461494159832192,0.5571777980855113,0.5048433069180251,0.6191116067437972,0.646705129183233,-1.4684390810523744,-2.019796533330583,-1.2715009834335675,-1.482789905559289,-1.2091777758585311,,,,,,
2.0,375.0,1233.5,468.1699219,1696.169922,423.7729492,1068.32373,520.0925903,1245.379639,543.3574219,1015.5,1660879978016666.8,-0.0740971203764292,0.01666675,0.4465643995866347,0.5575147202074539,0.5046451003214814,0.6193462275114057,0.6470508823245741,-1.468899165040304,-2.0198642741729045,-1.272200920137611,-1.4830458953265466,-1.209296394080607,-4.445804993560784,0.03717524984973854,0.020619874313431156,0.043647566719010114,0.020834576931670217,0.021932073829905453
3.0,375.0,1233.5,468.1699219,1696.169922,424.0,1068.4021,520.2592773,1245.351807,543.5297852,1015.452393,1660879978033333.2,-0.1154427731387231,0.03333325,0.4465643995866347,0.5575147202074539,0.5049154811326217,0.6195447247916027,0.6472561391607748,-1.468899165040304,-2.0198642741729045,-1.2722942461429323,-1.4830127519122285,-1.2092397018369507,-2.480763973377368,0.0,0.0,0.017162048091291585,0.012074715821494476,0.012776531824893897
4.0,375.0,1233.5,468.1699219,1696.169922,424.0,1068.4021,519.8955688,1245.164673,543.5,1015.5,1660879978050000.0,-0.1093759465682324,0.05,0.4465643995866347,0.5575147202074539,0.5049154811326217,0.6191116067437972,0.647220669800896,-1.468899165040304,-2.0198642741729045,-1.2722942461429323,-1.482789905559289,-1.209296394080607,0.3640077741905715,0.0,0.0,0.0,0.029225096497221277,0.0040124194112251795
5.0,375.0,1233.5,468.1699219,1696.169922,424.0,1068.4021,520.1846924,1245.396362,543.5,1015.5,1660879978066666.5,-0.1092620812560508,0.0666665,0.4465643995866347,0.5575147202074539,0.5049154811326217,0.6194559062287048,0.647220669800896,-1.468899165040304,-2.0198642741729045,-1.2722942461429323,-1.4830658097170912,-1.209296394080607,0.0068319870507659,0.0,0.0,0.0,0.026472530339218044,0.0
6.0,375.0,1233.5,468.1699219,1696.169922,424.2893066,1068.163574,520.333313,1245.333374,543.5819092,1015.54718,1660879978083333.2,-0.1306814128878405,0.08333325,0.4465643995866347,0.5575147202074539,0.5052599985409563,0.619632889346052,0.6473182104214791,-1.468899165040304,-2.0198642741729045,-1.272010200222997,-1.4829908011880215,-1.209352577836267,-1.285153472140021,0.0,0.0,0.026790811585296528,0.011533320932534001,0.0067538754378283885
7.0,375.0,1233.5,468.1699219,1696.169922,424.2893066,1068.163574,520.1846924,1245.396362,543.5,1015.5,1660879978100000.0,-0.1092620812560508,0.1,0.4465643995866347,0.5575147202074539,0.5052599985409563,0.6194559062287048,0.647220669800896,-1.468899165040304,-2.0198642741729045,-1.272010200222997,-1.4830658097170912,-1.209296394080607,1.2851534721400202,0.0,0.0,0.0,0.011533320932534001,0.0067538754378283885
8.0,375.0,1233.5,468.1699219,1696.169922,424.3986816,1068.130737,520.4310913,1245.608887,543.8929443,1015.422241,1660879978116666.5,-0.2040553913065736,0.1166665,0.4465643995866347,0.5575147202074539,0.5053902464908356,0.619749327500271,0.647688602961964,-1.468899165040304,-2.0198642741729045,-1.2719710966624924,-1.4833188926478171,-1.209203795677547,-5.687655479586164,0.0,0.0,0.008159474297457708,0.023249284822470528,0.02862043442917571
9.0,375.0,1233.5,468.1699219,1696.169922,424.3986816,1068.130737,520.5,1245.5,543.8929443,1015.422241,1660879978133333.5,-0.2041607918334944,0.1333335,0.4465643995866347,0.5575147202074539,0.5053902464908356,0.619831386626249,0.647688602961964,-1.468899165040304,-2.0198642741729045,-1.2719710966624924,-1.4831892258270762,-1.209203795677547,-0.0063239051371446,0.0,0.0,0.0,0.009207055143007646,0.0
10.0,375.0,1233.5,468.1699219,1696.169922,424.0,1068.4021,520.5,1245.5,543.9937744,1015.62085,1660879978150000.0,-0.2340148339502862,0.15,0.4465643995866347,0.5575147202074539,0.5049154811326217,0.619831386626249,0.6478086753168086,-1.468899165040304,-2.0198642741729045,-1.2722942461429323,-1.4831892258270762,-1.2094403069011137,-1.7912604396119038,0.0,0.0,0.0344583783055253,0.0,0.015914702176776607
11.0,375.0,1233.5,468.1699219,1696.169922,424.0,1068.4021,520.5,1245.5,544.1219482,1016.0,1660879978166666.8,-0.2752541826826983,0.16666675,0.4465643995866347,0.5575147202074539,0.5049154811326217,0.619831386626249,0.6479613095995813,-1.468899165040304,-2.0198642741729045,-1.2722942461429323,-1.4831892258270762,-1.2098918132800558,-2.4743485522019646,0.0,0.0,0.0,0.0,0.028596483074156916
12.0,375.0,1233.5,468.1699219,1696.169922,424.3928528,1068.273804,520.5,1245.5,544.2347412,1016.05719,1660879978183333.5,-0.3045782354255014,0.1833335,0.4465643995866347,0.5575147202074539,0.5053833053319762,0.619831386626249,0.6480956278351082,-1.468899165040304,-2.0198642741729045,-1.2721414663397077,-1.4831892258270762,-1.2099599173280888,-1.7594343673963473,0.0,0.0,0.029528361606933753,0.0,0.009035838594882198
13.0,375.0,1233.5,468.1699219,1696.169922,424.2893066,1068.163574,520.597229,1245.648193,544.2347412,1016.05719,1660879978200000.0,-0.3043324258578915,0.2,0.4465643995866347,0.5575147202074539,0.5052599985409563,0.6199471706529355,0.6480956278351082,-1.468899165040304,-2.0198642741729045,-1.272010200222997,-1.483365699741924,-1.2099599173280888,0.0147487215438087,0.0,0.0,0.010805891411106673,0.012663978065628417,0.0
