Frame #,Arm Pink X,Arm Pink Y,Back Pink X,Back Pink Y,Neck Green X,Neck Green Y,Shoulder Orange X,Shoulder Orange Y,Leg Orange X,Leg Orange Y,Timestamp (microseconds),angles,Seconds,Arm Pink X meters,Back Pink X meters,Neck Green X meters,Shoulder Orange X meters,Leg Orange X meters,Arm Pink Y meters,Back Pink Y meters,Neck Green Y meters,Shoulder Orange Y meters,Leg Orange Y meters,angular velocity
1.0,345.5,1012.5,518.0946045,1020.513489,518.8300781,870.8300781,368.2988586,880.5,419.7542725,1401.532104,1660006348000000.0,0.0,0.0,0.4385536593137533,0.657633240735707,0.658566799747599,0.4674929440234692,0.5328068660418448,-1.2851970479165709,-1.2953688132561385,-1.1053711067763723,-1.117645432780781,-1.7790073309838028,
2.0,345.5,1012.5,518.333313,1020.666687,519.0,870.6825562,368.2988586,880.5,420.1741943,1401.331177,1660006348016666.8,-0.0647244320163033,0.01666675,0.4385536593137533,0.6579362406957194,0.6587824867839015,0.4674929440234692,0.5333398855556382,-1.2851970479165709,-1.2955632721374684,-1.105183852741426,-1.117645432780781,-1.7787522882309663,-3.883446503745679
3.0,345.5,1012.5,518.333313,1020.666687,519.2802734,870.9545288,368.2988586,880.5,419.8616638,1401.578247,1660006348033333.2,-0.1724463257045365,0.03333325,0.4385536593137533,0.6579362406957194,0.6591382463357925,0.4674929440234692,0.5329431810855306,-1.2851970479165709,-1.2955632721374684,-1.1055290758353855,-1.117645432780781,-1.7790659016972663,-6.463378255076542
4.0,345.5,1012.5,518.333313,1020.666687,519.375,871.0750122,368.2988586,880.5,420.0612183,1401.365112,1660006348050000.0,-0.209018259213984,0.05,0.4385536593137533,0.6579362406957194,0.6592584856905372,0.4674929440234692,0.5331964816823687,-1.2851970479165709,-1.2955632721374684,-1.105682009079833,-1.117645432780781,-1.778795362958691,-2.1943050390416556
5.0,345.5,1012.5,518.5,1020.5,519.5,871.2416382,368.2988586,880.5,419.94104,1401.725586,1660006348066666.5,-0.2575056732866165,0.0666665,0.4385536593137533,0.6581478215750538,0.6594171519927492,0.4674929440234692,0.5330439357106317,-1.2851970479165709,-1.295351691258134,-1.105893512530012,-1.117645432780781,-1.7792529235716794,-2.9092739370973204
6.0,345.5,1012.5,518.2238159,1020.585693,519.0,871.0,368.2988586,880.5,419.94104,1401.725586,1660006348083333.2,-0.0653472390247546,0.08333325,0.4385536593137533,0.65779725269604,0.6587824867839015,0.4674929440234692,0.5330439357106317,-1.2851970479165709,-1.2954604639896177,-1.1055867938126749,-1.117645432780781,-1.7792529235716794,11.529448408469676
7.0,345.5,1012.5,518.0,1020.5,519.1699219,870.8300781,368.2988586,880.5,419.94104,1401.725586,1660006348100000.0,-0.1300911875632845,0.1,0.4385536593137533,0.6575131563662061,0.6589981738202041,0.4674929440234692,0.5330439357106317,-1.2851970479165709,-1.295351691258134,-1.1053711067763723,-1.117645432780781,-1.7792529235716794,-3.884617489224346
8.0,345.5,1012.5,518.333313,1020.666687,519.5,871.0,368.2988586,880.5,419.94104,1401.725586,1660006348116666.5,-0.2566685102833873,0.1166665,0.4385536593137533,0.6579362406957194,0.6594171519927492,0.4674929440234692,0.5330439357106317,-1.2851970479165709,-1.2955632721374684,-1.1055867938126749,-1.117645432780781,-1.7792529235716794,-7.59471531035927
9.0,345.5,1012.5,518.5,1020.5,519.5,871.0,368.2988586,880.5,419.94104,1401.725586,1660006348133333.5,-0.2568852488433525,0.1333335,0.4385536593137533,0.6581478215750538,0.6594171519927492,0.4674929440234692,0.5330439357106317,-1.2851970479165709,-1.295351691258134,-1.1055867938126749,-1.117645432780781,-1.7792529235716794,-0.013004053516843769
10.0,345.5,1012.5,518.5,1020.5,519.3768311,871.0,368.2988586,880.5,419.94104,1401.725586,1660006348150000.0,-0.2096827090913791,0.15,0.4385536593137533,0.6581478215750538,0.6592608099614652,0.4674929440234692,0.5330439357106317,-1.2851970479165709,-1.295351691258134,-1.1055867938126749,-1.117645432780781,-1.7792529235716794,2.832180706925474
11.0,345.5,1012.5,518.5,1020.5,519.5,871.0,368.2988586,880.5,419.94104,1401.725586,1660006348166666.8,-0.2568852488433525,0.16666675,0.4385536593137533,0.6581478215750538,0.6594171519927492,0.4674929440234692,0.5330439357106317,-1.2851970479165709,-1.295351691258134,-1.1055867938126749,-1.117645432780781,-1.7792529235716794,-2.8321382244272812
12.0,345.5,1012.5,518.5,1020.5,519.5,871.0,368.2988586,880.5,419.94104,1401.725586,1660006348183333.5,-0.2568852488433525,0.1833335,0.4385536593137533,0.6581478215750538,0.6594171519927492,0.4674929440234692,0.5330439357106317,-1.2851970479165709,-1.295351691258134,-1.1055867938126749,-1.117645432780781,-1.7792529235716794,0.0
