Frame #,Body Pink X,Body Pink Y,Hand Pink X,Hand Pink Y,Elbow Orange X,Elbow Orange Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Body Pink X meters,Hand Pink X meters,Elbow Orange X meters,Shoulder Green X meters,Body Pink Y meters,Hand Pink Y meters,Elbow Orange Y meters,Shoulder Green Y meters
1.0,467.7852478,1269.423096,490.3998413,1638.866943,365.1513367,1281.259766,327.3865967,997.9896851,1660001222326670.0,0.0,0.0,-0.3703700018887224,0.3882751561805668,0.2891093763629553,0.2592090601582271,-1.0050685366292729,-1.2975765174916118,-1.01444024621369,-0.7901605347619781
2.0,468.1261292,1269.258301,490.9058838,1638.852051,365.4116211,1281.098389,327.3865967,997.9896851,1660001222343336.5,0.04280300329081503,0.0166665,-0.3706398954891631,0.3886758164462811,0.2893154571108475,0.2592090601582271,-1.004938059824482,-1.29756472671776,-1.0143124756179394,-0.7901605347619781
3.0,467.9301147,1268.70166,491.1216125,1638.884888,365.9629517,1281.168701,327.8117371,998.1174316,1660001222360003.2,0.060236181365296994,0.03333325,-0.3704847005763765,0.3888466201204077,0.2897519743296433,0.2595456660077949,-1.0044973380847717,-1.2975907254849488,-1.014368145299049,-0.7902616783351644
4.0,467.9301147,1268.70166,491.1522217,1639.330566,366.4782715,1281.371338,328.0288391,998.4519043,1660001222376670.0,0.053314695336756326,0.05,-0.3704847005763765,0.3888708550220321,0.2901599799180985,0.259717556995226,-1.0044973380847717,-1.297943592024623,-1.01452858359082,-0.7905264978332425
5.0,468.793335,1269.060059,491.0626221,1639.688232,367.2148743,1281.548218,328.3252869,998.5297852,1660001222393336.5,0.0381977514500918,0.0666665,-0.3711681571531817,0.3887999143410737,0.2907431868099581,0.2599522701948454,-1.0047811012836565,-1.298226774869141,-1.0146686287210205,-0.7905881602076241
6.0,468.793335,1269.060059,491.0626221,1639.688232,368.2704773,1281.445679,328.6075745,998.463623,1660001222410003.2,0.03823449999220168,0.08333325,-0.3711681571531817,0.3887999143410737,0.2915789628138882,0.2601757720248772,-1.0047811012836565,-1.298226774869141,-1.0145874432415676,-0.7905357761398191
7.0,468.793335,1269.060059,491.0626221,1639.688232,369.747345,1281.577515,329.5514526,998.5514526,1660001222426669.8,0.038365199257368324,0.09999975,-0.3711681571531817,0.3887999143410737,0.2927482760733612,0.260923089592765,-1.0047811012836565,-1.298226774869141,-1.0146918246854002,-0.7906053154193728
8.0,468.793335,1269.060059,491.0626221,1639.688232,371.3352356,1281.03833,330.1586609,998.5144043,1660001222443336.5,0.03844690660654883,0.1166665,-0.3711681571531817,0.3887999143410737,0.2940054919588278,0.261403848103803,-1.0047811012836565,-1.298226774869141,-1.014264923772198,-0.7905759823461186
9.0,468.793335,1269.060059,491.0626221,1639.688232,373.3487549,1280.348755,331.0594788,998.3959351,1660001222460003.5,0.03856643615312914,0.1333335,-0.3711681571531817,0.3887999143410737,0.2955997003064643,0.2621170726633493,-1.0047811012836565,-1.298226774869141,-1.0137189512447329,-0.7904821840956733
10.0,468.793335,1269.060059,491.0626221,1639.688232,375.380188,1279.873901,331.9343567,998.1070557,1660001222476670.0,0.03867782487389016,0.15,-0.3711681571531817,0.3887999143410737,0.297208091944769,0.2628097591706714,-1.0047811012836565,-1.298226774869141,-1.0133429845426958,-0.7902534631934499
11.0,468.793335,1269.060059,491.0626221,1639.688232,377.0353088,1279.676514,332.6119995,997.9012451,1660001222493336.8,0.03876444911519454,0.16666675,-0.3711681571531817,0.3887999143410737,0.2985185374893967,0.2633462843524642,-1.0047811012836565,-1.298226774869141,-1.0131867029500063,-0.7900905121968779
