Frame #,Hand Pink X,Hand Pink Y,Elbow Pink X,Elbow Pink Y,Head Pink X,Head Pink Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Hand Pink X meters,Elbow Pink X meters,Head Pink X meters,Shoulder Green X meters,Hand Pink Y meters,Elbow Pink Y meters,Head Pink Y meters,Shoulder Green Y meters
1.0,899.5264893,1113.71106,656.3311768,1131.623657,252.368515,1106.63147,411.2759705,1129.434448,1658800280050000.0,0.0,0.0,1.1066369148941244,0.8074473817975003,0.3104748088890011,0.5059697258258462,-1.3701361618388366,-1.392173023807457,-1.3614265399105128,-1.3894797629389484
2.0,899.5264893,1113.71106,656.3311768,1131.623657,252.368515,1106.63147,411.3276367,1129.267822,1658800280066666.5,0.0,0.0166665,1.1066369148941244,0.8074473817975003,0.3104748088890011,0.5060332878497026,-1.3701361618388366,-1.392173023807457,-1.3614265399105128,-1.389274772330251
3.0,899.4568481,1113.664063,656.0463257,1131.766235,252.368515,1106.63147,411.3276367,1129.267822,1658800280083333.2,0.0057710309096798,0.03333325,1.1065512392373937,0.8070969454887781,0.3104748088890011,0.5060332878497026,-1.3700783440694788,-1.3923484295124902,-1.3614265399105128,-1.389274772330251
4.0,899.5479126,1114.034302,655.8153076,1132.40979,252.368515,1106.63147,411.3276367,1129.267822,1658800280100000.0,0.0379768713903545,0.05,1.1066632707768038,0.8068127368962466,0.3104748088890011,0.5060332878497026,-1.3705338283154764,-1.3931401590815868,-1.3614265399105128,-1.389274772330251
5.0,899.5,1114.5,655.9937134,1132.373169,252.368515,1106.63147,411.2759705,1129.434448,1658800280116666.5,0.0923952480418417,0.0666665,1.106604326596194,0.8070322195312326,0.3104748088890011,0.5059697258258462,-1.3711067504074022,-1.393095106322227,-1.3614265399105128,-1.3894797629389484
6.0,899.6097412,1114.597534,656.3193359,1132.265503,252.368515,1106.63147,411.3276367,1129.267822,1658800280133333.2,0.1042316207756714,0.08333325,1.1067393350305752,0.8074328146033138,0.3104748088890011,0.5060332878497026,-1.371226741009281,-1.3929626508898454,-1.3614265399105128,-1.389274772330251
7.0,899.6464844,1114.88855,656.6414185,1132.641479,252.368515,1106.63147,411.3276367,1129.267822,1658800280149999.8,0.1384765473032238,0.09999975,1.1067845381257313,0.8078290547352552,0.3104748088890011,0.5060332878497026,-1.3715847616482013,-1.3934251930447048,-1.3614265399105128,-1.389274772330251
8.0,899.7034302,1115.099243,656.6414185,1132.641479,252.368515,1106.63147,411.3389282,1129.338989,1658800280166666.5,0.1633756638787961,0.1166665,1.1068545953449214,0.8078290547352552,0.3104748088890011,0.506047179147928,-1.3718439654118295,-1.3934251930447048,-1.3614265399105128,-1.38936232509302
9.0,899.6464844,1114.88855,656.6414185,1132.641479,252.368515,1106.63147,411.3389282,1129.338989,1658800280183333.5,0.1384805649435355,0.1333335,1.1067845381257313,0.8078290547352552,0.3104748088890011,0.506047179147928,-1.3715847616482013,-1.3934251930447048,-1.3614265399105128,-1.38936232509302
10.0,899.5992432,1115.099243,656.6414185,1132.641479,252.5526276,1106.484253,411.5,1129.5,1658800280200000.0,0.1630727741109346,0.15,1.1067264199308302,0.8078290547352552,0.31070131227948566,0.5062453367363355,-1.3718439654118295,-1.3934251930447048,-1.3612454271043444,-1.3895604078826027
