Timestamp (microseconds),Accel X (g),Accel Y (g),Accel Z (g),vel x (m/s),vel y (m/s),vel z (m/s),disp x (m),disp y (m),disp z (m),vel x (m/s).1,vel y (m/s).1,vel z (m/s).1,disp x (m).1,disp y (m).1,disp z (m).1,stamp velocity (m/s)
1659661170719238,0.1710841535057606,-0.4586861982146946,0.8867933165484096,0.0,0.0,0.0,0.0052837431141295,5.376061986985241e-05,-0.5640474340230014,0.0,0.0,0.0,0.0052837459913361,5.375659425455427e-05,-0.5640474392739809,
1659661170735241,0.166689555199512,-0.457709620813306,0.8860608834973682,-0.0001523881579932,-0.0003442116671739,-9.884021294798663e-06,0.0049558249541344,0.0003945011850887,-0.563802474631598,-0.0001523892624402,-0.0003442109010765,-9.88496485695084e-06,0.0049558278505178,0.0003944970611998,-0.5638024798304072,0.033286138483522666
1659661170751244,0.1568017090104528,-0.451728084229801,0.8855725947966739,-0.0001037777759196,5.775001182738946e-05,-0.0003573876770781,0.0046257494346487,0.0007571601203143,-0.5635564906218946,-0.0001037800239008,5.775156117700318e-05,-0.0003573896142594,0.0046257523451014,0.0007571559060058,-0.5635564957632895,0.03428849825905668
1659661170767247,0.1536278324559399,-0.457709620813306,0.8885023270008396,9.3254547226904e-05,0.001096092453192,-0.0009997727941741,0.0043056789321152,0.0011408320332653,-0.5633067510040539,9.325111661527864e-05,0.0010960948030643,-0.0009997757751473,0.0043056818516739,0.001140827736183,-0.5633067560829826,0.03491167091404697
1659661170783250,0.1543602655069813,-0.4490424963759825,0.8886243991760132,0.0003627141243411,0.0025784137126289,-0.001881775612304,0.0040052921487327,0.0015534711778824,-0.5630515528329847,0.0003627094719965,0.0025784168804084,-0.0018817796873534,0.0040052950725768,0.0015534668054669,-0.5630515578445845,0.03566496605883308
1659661170799254,0.1600976577401392,-0.4424505989166096,0.8927748531319146,0.0006184459872639,0.0042451015497514,-0.0029510309730475,0.0037307087019676,0.0019838679484795,-0.5627904870842338,0.00061844007408,0.0042451055529352,-0.0029510361925649,0.0037307116254178,0.0019838635079682,-0.5627904920238285,0.03583778418904663
1659661170815257,0.1593652246890978,-0.4459906919966432,0.8939955748836503,0.0007791362764772,0.0058241437949645,-0.0041568739618431,0.0034839566422185,0.0024269926267103,-0.562524485047651,0.0007791290633467,0.0058241486511605,-0.0041568803763241,0.0034839595607351,0.0024269881251405,-0.5625244899107481,0.035794724150454156
1659661170831260,0.1627832455939577,-0.4455024032959489,0.894361791409171,0.0007816317985471,0.0070832986957591,-0.0054455416255154,0.00326315671147,0.0028628200185526,-0.56225563628213,0.0007816232463642,0.0070833044226843,-0.0054455492855549,0.0032631596206519,0.0028628154627641,-0.5622556410644185,0.03485336378699261
1659661170847263,0.1610742351415277,-0.4581979095140003,0.8919203479056996,0.0005899118382849,0.0078432849505507,-0.0067644166028901,0.0030631567713667,0.0032799148719602,-0.5619868265368435,0.0005899019079481,0.0078432915660296,-0.0067644255591786,0.0030631596669496,0.0032799102685976,-0.5619868312341909,0.033437603501092324
1659661170863266,0.1597314412146185,-0.4518501564049746,0.8921644922560468,0.0001993569832487,0.0079839819472964,-0.0080651694121273,0.0028763297389933,0.00365612033005,-0.5617212694167009,0.0001993456356634,0.0079839894692594,-0.0080651797154467,0.0028763326168483,0.0036561156855653,-0.5617212740251505,0.03105913404678541
1659661170879269,0.1646143282215613,-0.4641794460975053,0.8844739452201118,-0.0003634665702583,0.0074710170441054,-0.0092988141221463,0.0026935911922041,0.004000626614947,-0.5614619960359011,-0.000363479374177,0.0074710254905868,-0.0092988258233655,0.0026935940483363,0.0040006219356025,-0.5614620005516696,0.029268466580380372
1659661170895272,0.1633936064698256,-0.4779736018921188,0.8841077286945911,-0.0010454899605629,0.0063667758638846,-0.0104140499031286,0.0025056508855093,0.0043275551319571,-0.5612114011170811,-0.0010455042598874,0.0063667852530209,-0.0104140630531999,0.0025056537160563,0.0043275504238274,-0.561211405536556,0.02829819088280396
1659661170911275,0.1655909056229499,-0.4639353017471581,0.8908216983291375,-0.001775601792144,0.0048077999716437,-0.0113619950840919,0.0023041962313485,0.0046444509628126,-0.5609708906900092,-0.0017756176259317,0.0048078103216717,-0.0113620097340466,0.0023041990325788,0.0046444462317876,-0.5609708950097458,0.027870530108752838
1659661170927279,0.1665674830243384,-0.4605172808422981,0.8878919661249718,-0.0024760174304736,0.0029893475387351,-0.0120982003419391,0.0020828393175648,0.0049584916683541,-0.5607406822621896,-0.0024760348377638,0.0029893588679898,-0.0120982165428832,0.0020828420858769,0.0049584869201411,-0.560740686478909,0.027993886627260548
1659661170943282,0.1787747005416955,-0.461982146944381,0.8861829556725418,-0.003075161431058,0.0011581657635145,-0.0125874193842412,0.0018379342399848,0.0052681532398965,-0.5605197996282456,-0.0030751804508696,0.0011581780904276,-0.0125874371873516,0.001837936971905,0.0052681484800231,-0.5605198037388314,0.028274458707561373
1659661170959285,0.179507133592737,-0.4678416113527124,0.8854505226215004,-0.0035193958632833,-0.0004383624166294,-0.0128204601318939,0.0015690788365876,0.0055652173780352,-0.5603062662409102,-0.0035194165346117,-0.0004383490735317,-0.0128204795884137,0.0015690815287691,0.0055652126118515,-0.5603062702424063,0.02837574597112099
1659661170975288,0.1801174944686048,-0.4547798886091403,0.8860608834973682,-0.0037813361136027,-0.0016277860939059,-0.0128263314539773,0.001278856898033,0.0058472680814593,-0.5600974590885047,-0.0037813584754173,-0.0016277717160051,-0.0128263526152121,0.0012788595472542,0.0058472633141406,-0.5600974629781128,0.028461994932393944
1659661170991291,0.1705958648050663,-0.4484321355001146,0.8883802548256661,-0.003863102703541,-0.0023331432607242,-0.0126596424077607,0.0009719129184926,0.0061172585033361,-0.5598905537279719,-0.0038631267947826,-0.002333127829311,-0.012659665325074,0.0009719155216555,0.0061172537398854,-0.5598905575030487,0.028635591838062174
1659661171007294,0.1618066681925692,-0.4373235675593192,0.8880140383001454,-0.0037927333872497,-0.0025406277473877,-0.0123781003101092,0.0006539682599789,0.0063804185820635,-0.5596829667917526,-0.0037927592468277,-0.0025406112436647,-0.0123781250349182,0.0006539708141081,0.0063804138273136,-0.5596829704498074,0.028874348545285557
1659661171023297,0.1593652246890978,-0.4339055466544592,0.8964370183871218,-0.0036143966076088,-0.0022877152113144,-0.0120382650187253,0.0003310367303101,0.0066446504892827,-0.5594726920762704,-0.0036144242743985,-0.0022876976163977,-0.0120382916024968,0.000331039232551,0.0066446457478993,-0.5594726956149623,0.029202868653104414
1659661171039306,0.1625391012436106,-0.4347600518806742,0.8955825131609068,-0.0033763474109098,-0.0016809262413391,-0.0117063643909642,8.6256700872144e-06,0.0069176213464547,-0.5592584628646039,-0.0033763769237495,-0.0016809075362607,-0.0117063928852102,8.628117704499033e-06,0.0069176166229381,-0.5592584662817396,0.029603904392417394
1659661171055309,0.164980544747082,-0.4372014953841457,0.9033951323720152,-0.0031207998664441,-0.0008892395910389,-0.0114608796506918,-0.0003090868513866,0.0072040899809567,-0.5590397366035045,-0.0031208312641326,-0.0008892197567489,-0.0114609101069653,-0.0003090844610102,0.007204085279645,-0.5590397398970353,0.030029068088610396
1659661171071313,0.1746242465857941,-0.4365911345082778,0.8971694514381632,-0.0028783034729619,-0.0001061032712388,-0.0113879238138507,-0.0006197743045116,0.0075026838773913,-0.5588165526887989,-0.0028783367942555,-0.0001060822886077,-0.0113879562837411,-0.0006197719738768,0.0075026792024622,-0.5588165558568184,0.030329960712127176
1659661171087316,0.1747463187609677,-0.4418402380407418,0.8938735027084768,-0.0026672299073689,0.0004830311040059,-0.0115818126072113,-0.0009230122513922,0.0078075736982228,-0.5585893411434355,-0.0026672651909787,0.0004830532541851,-0.0115818471423406,-0.0009230099828846,0.0078075690536966,-0.5585893441841773,0.030396863377803243
1659661171103319,0.164126039520867,-0.4400091554131382,0.8880140383001454,-0.0024965223623266,0.0007303715947551,-0.0121325469854315,-0.0012199464546707,0.0081151613098881,-0.5583587511543787,-0.0024965596469155,0.0007303949317641,-0.0121325836374496,-0.0012199442505625,0.0081151566996297,-0.5583587540662135,0.03035929397054351
1659661171119322,0.1575341420614942,-0.4426947432669568,0.8911879148546582,-0.0023691222916268,0.000565413753697,-0.0130892709107454,-0.0015126773382134,0.008419740285607,-0.5581255273886641,-0.0023691616158072,0.0005654382968905,-0.0130893097313257,-0.0015126752006646,0.0084197357133285,-0.5581255301700971,0.03015928077540663
1659661171135325,0.158144502937362,-0.4459906919966432,0.8919203479056996,-0.0022844242828097,5.679958570584966e-06,-0.0144378851224707,-0.0018035313158969,0.0087125889446859,-0.5578904326040887,-0.0022844656851404,5.70572737326584e-06,-0.014437926163306,-0.0018035292469567,0.0087125844139488,-0.5578904352537578,0.029687561262645667
1659661171151328,0.1625391012436106,-0.4538033112077517,0.8910658426794846,-0.0022388987634462,-0.0008791391234141,-0.0161117051135637,-0.0020945530965466,0.0089869328234635,-0.5576541968378457,-0.0022389422824297,-0.0008791121095095,-0.0161117484263616,-0.0020945510981549,0.0089869283376814,-0.5576541993545182,0.02903160844017637
1659661171167331,0.1655909056229499,-0.4522163729304953,0.8916762035553525,-0.0022256717646262,-0.0020022137765795,-0.0180026818796323,-0.0023874015769464,0.0092372061745119,-0.5574174667012107,-0.002225717438706,-0.0020021854980151,-0.0180027275161109,-0.0023873996509355,0.0092372017369525,-0.5574174690837813,0.028259272559298627
1659661171183334,0.1660791943236442,-0.4558785381857025,0.8875257495994511,-0.002234814611707,-0.0032741878550398,-0.0199673898910178,-0.0026835207913838,0.0094615557974839,-0.557180755058878,-0.0022348624792649,-0.0032741582921944,-0.0199674379029014,-0.0026835189394794,0.0094615514112715,-0.557180757306366,0.02753206540382777
1659661171199338,0.1608300907911806,-0.4494087129015032,0.8896009765774018,-0.002254991768693,-0.0046177560252759,-0.0218476291726551,-0.0029844067123296,0.0096621343663741,-0.5569444054498859,-0.0022550418680464,-0.0046177251584683,-0.0218476796116695,-0.0029844049361524,0.0096621300344921,-0.5569444075614329,0.027000089510280108
