Frame #,Index Pink X,Index Pink Y,Thumb Pink X,Thumb Pink Y,Hand Green X,Hand Green Y,Timestamp (microseconds),angles,Seconds,Index Pink X meters,Index Pink Y meters,Thumb Pink X meters,Hand Green X meters,Thumb Pink Y meters,Hand Green Y meters,angular velocity,Index Pink m/s,Thumb Pink m/s,Hand Green m/s
1.0,240.4764557,681.7307129,283.743927,853.4790039,636.5684814,783.3721313,1660094097923330.0,25.63055946617407,0.0,0.1086196522933828,-0.3079276629280344,0.1281629280562413,0.2875285520543986,-0.3855038214592279,-0.3538375857646685,,,,
2.0,240.4764557,681.7307129,283.6298828,853.3746948,636.3114624,783.4817505,1660094097939996.8,25.62540334126365,0.01666675,0.1086196522933828,-0.3079276629280344,0.1281114159807077,0.2874124603799288,-0.3854567065841353,-0.3538870991332601,-0.3093659477955243,0.0,0.004188543824622872,0.007572573009338517
3.0,240.4990387,681.8516235,284.0885925,853.1751099,636.8235474,783.4411621,1660094097956663.2,25.559926839947494,0.03333325,0.1086298526999074,-0.3079822764547198,0.1283186083562463,0.287643761587703,-0.3853665570417283,-0.353868765954312,-3.92862936526296,0.00333347688232893,0.013557294483749332,0.013921597430084542
4.0,240.4764557,681.7307129,283.8378296,853.3085327,636.5803223,783.6522827,1660094097973330.0,25.60027836988728,0.05,0.1086196522933828,-0.3079276629280344,0.1282053424694601,0.2875339004135014,-0.3854268221437809,-0.3539641260015034,2.421079690988789,0.00333347688232893,0.007698035923892939,0.008728508366855976
5.0,240.4764557,681.7307129,283.7894592,853.2214966,636.7012329,783.6864014,1660094097989996.8,25.57652935345243,0.06666675,0.1086196522933828,-0.3079276629280344,0.1281834942764052,0.2875885139401868,-0.3853875092268824,-0.3539795369128125,-1.4249338614218234,0.0,0.002698565602201505,0.0034047732000552964
6.0,240.0509491,682.0531006,284.1712646,852.397583,635.9646606,783.0454712,1660094098006663.2,25.462436642201617,0.08333325,0.1084274572661981,-0.3080732806758332,0.128355950118999,0.2872558151448638,-0.3850153596603426,-0.3536900382370869,-6.845631131360053,0.014467772634883991,0.02460997243139027,0.026461154509251145
7.0,240.8692017,681.8734131,284.4931641,852.7990723,636.7681274,782.9275513,1660094098023330.0,25.53778245894464,0.1,0.1087970498429077,-0.307992118494219,0.1285013473540907,0.2876187291947704,-0.3851967064289424,-0.3536367755652831,4.5207264009494255,0.02270395342092669,0.013946226128741227,0.022008104674827347
8.0,240.3254852,682.211792,284.1712646,852.397583,636.7681274,782.9275513,1660094098039996.5,25.40024845025828,0.1166665,0.1085514611552158,-0.3081449592301423,0.128355950118999,0.2876187291947704,-0.3850153596603426,-0.3536367755652831,-8.25212304241195,0.017355884843110153,0.013946226128741227,0.0
9.0,240.3674774,681.8422852,284.799469,851.9817505,636.3973389,783.0373535,1660094098056663.5,25.4280232127884,0.1333335,0.108570428409826,-0.3079780584829601,0.128639700739402,0.2874512495226872,-0.3848275342808026,-0.3536863715922635,1.6664524227586337,0.010078502774058229,0.02041700360000028,0.010480130878572306
10.0,240.8552399,681.8018799,284.5249939,852.1749878,636.2404175,783.0327759,1660094098073330.2,25.482714945726155,0.15000025,0.1087907435046969,-0.3079598080075694,0.1285157244031806,0.2873803704511549,-0.3849148167063316,-0.3536843039581624,3.281487568827453,0.013264183170020774,0.009097146448024696,0.004254553373905054
11.0,241.0903625,681.9036255,284.3579407,853.0760498,636.4005127,783.1757202,1660094098089996.8,25.59960779070257,0.16666675,0.1088969448996899,-0.3080057649876913,0.1284402689476946,0.2874526830811262,-0.3853218130621697,-0.3537488697807005,7.013640834993306,0.00694311235350366,0.02483590976673118,0.005816554204699563
12.0,240.7589111,682.1970825,284.1968689,853.3956909,636.038269,783.538269,1660094098106663.5,25.60961405860945,0.1833335,0.1087472332128831,-0.3081383151669188,0.128367515201972,0.2872890629686085,-0.3854661902114404,-0.3539126277023679,0.6003730725473021,0.011997470610392816,0.009700326153976015,0.01388947490961622
13.0,240.9498901,682.2440186,283.9312439,853.2687378,636.3062134,783.8563843,1660094098123330.0,25.557580522489467,0.2,0.1088334955977597,-0.3081595155079135,0.1282475363248032,0.2874100894843946,-0.3854088473770268,-0.3540563156703838,-3.122043387632794,0.0053297610275138164,0.007978676196649654,0.011271962510277345
14.0,240.9498901,682.2440186,284.0904846,853.3404541,636.3128052,783.4846191,1660094098139996.8,25.5809368656954,0.21666675,0.1088334955977597,-0.3081595155079135,0.1283194629897842,0.2874130669027947,-0.3854412405672337,-0.3538883948373807,1.4013735854880371,0.0,0.00473306983526009,0.010076833641398586
15.0,240.9384308,682.0997925,284.0697632,853.4224854,636.2677002,783.3726807,1660094098156663.5,25.617614598808128,0.2333335,0.1088283196017234,-0.3080943707153057,0.1283101034403993,0.2873926936425418,-0.3854782928901201,-0.3538378339205089,2.2006529834988102,0.0039210057102687206,0.0022929703149995435,0.0032706748193174684
16.0,241.1234589,682.3168945,284.2177124,853.3391113,636.2062378,783.6920776,1660094098173330.0,25.58357068461335,0.25,0.1089118940532347,-0.3081924324722604,0.128376929902118,0.2873649319870496,-0.3854406340443678,-0.3539821007682575,-2.042655278239524,0.007730644839911545,0.004602420312970365,0.00881482151548968
