Frame #,Arm Pink X,Arm Pink Y,Leg Pink X,Leg Pink Y,Shoulder Orange X,Shoulder Orange Y,Back Orange X,Back Orange Y,Neck Green X,Neck Green Y,Timestamp (microseconds),angles,Seconds,Arm Pink X meters,Leg Pink X meters,Shoulder Orange X meters,Back Orange X meters,Neck Green X meters,Arm Pink Y meters,Leg Pink Y meters,Shoulder Orange Y meters,Back Orange Y meters,Neck Green Y meters
1.0,400.0,905.5,471.1550293,1305.976685,429.5,765.5,546.0,934.0,549.5,736.5,1660004433000000.0,0.0,0.0,0.5062496257511474,0.5963051431347398,0.5435855356502945,0.6910307391503163,0.6954604233756388,-1.14602259029416,-1.6528755200524357,-0.9688352212812584,-1.182092876128929,-0.9321321234143002
2.0,399.46875,905.375,471.1550293,1305.976685,429.5,765.5,546.0,934.0,549.5,736.5,1660004433016666.8,0.0,0.01666675,0.5055772629669467,0.5963051431347398,0.5435855356502945,0.6910307391503163,0.6954604233756388,-1.1458643872861127,-1.6528755200524357,-0.9688352212812584,-1.182092876128929,-0.9321321234143002
3.0,399.0,905.5,471.1550293,1305.976685,429.5,765.5,546.857666,934.5,549.5,736.5,1660004433033333.2,0.0,0.03333325,0.5049840016867696,0.5963051431347398,0.5435855356502945,0.6921162218791149,0.6954604233756388,-1.14602259029416,-1.6528755200524357,-0.9688352212812584,-1.182725688161118,-0.9321321234143002
4.0,398.8641968,905.6913452,471.1550293,1305.976685,429.5,765.5,547.3793335,934.175293,549.5,736.5,1660004433050000.0,0.0,0.05,0.5048121258888301,0.5963051431347398,0.5435855356502945,0.6927764568207189,0.6954604233756388,-1.1462647613838832,-1.6528755200524357,-0.9688352212812584,-1.1823147311680462,-0.9321321234143002
5.0,398.8641968,905.6913452,471.1550293,1305.976685,429.5,765.5,547.3793335,934.175293,549.6913452,736.1358032,1660004433066666.5,-0.05422182796216377,0.0666665,0.5048121258888301,0.5963051431347398,0.5435855356502945,0.6927764568207189,0.695702594465362,-1.1462647613838832,-1.6528755200524357,-0.9688352212812584,-1.1823147311680462,-0.9316711871800508
6.0,398.8641968,905.6913452,471.1550293,1305.976685,429.5,765.5,547.4375,934.322937,549.5,736.5,1660004433083333.2,0.0,0.08333325,0.5048121258888301,0.5963051431347398,0.5435855356502945,0.6928500737428595,0.6954604233756388,-1.1462647613838832,-1.6528755200524357,-0.9688352212812584,-1.1825015929674074,-0.9321321234143002
7.0,399.0,905.8627319,471.1550293,1305.976685,429.5,765.5,547.5,934.5,549.5,736.5,1660004433100000.0,0.0,0.1,0.5049840016867696,0.5963051431347398,0.5435855356502945,0.692929175246883,0.6954604233756388,-1.1464816725157174,-1.6528755200524357,-0.9688352212812584,-1.182725688161118,-0.9321321234143002
8.0,399.222229,905.6581421,471.3262329,1305.872314,429.5,765.5,547.269104,934.3533936,549.5,736.5,1660004433116666.5,0.0,0.1166665,0.5052652600569723,0.5965218225308079,0.5435855356502945,0.6926369477129144,0.6954604233756388,-1.1462227387415111,-1.6527434256032123,-0.9688352212812584,-1.1825401395732864,-0.9321321234143002
9.0,399.0,906.0,471.3262329,1305.872314,429.5,765.5,547.269104,934.3533936,549.5,736.5,1660004433133333.5,0.0,0.1333335,0.5049840016867696,0.5965218225308079,0.5435855356502945,0.6926369477129144,0.6954604233756388,-1.1466554023263489,-1.6527434256032123,-0.9688352212812584,-1.1825401395732864,-0.9321321234143002
10.0,399.0,906.0,471.3262329,1305.872314,429.5,765.5,547.269104,934.3533936,549.5,736.5,1660004433150000.0,0.0,0.15,0.5049840016867696,0.5965218225308079,0.5435855356502945,0.6926369477129144,0.6954604233756388,-1.1466554023263489,-1.6527434256032123,-0.9688352212812584,-1.1825401395732864,-0.9321321234143002
