Frame #,Arm Pink X,Arm Pink Y,Leg Pink X,Leg Pink Y,Neck Green X,Neck Green Y,Shoulder Pink X,Shoulder Pink Y,Back Pink X,Back Pink Y,Timestamp (microseconds),angles,Seconds,Arm Pink X meters,Leg Pink X meters,Neck Green X meters,Shoulder Pink X meters,Back Pink X meters,Arm Pink Y meters,Leg Pink Y meters,Neck Green Y meters,Shoulder Pink Y meters,Back Pink Y meters,angular velocity
1.0,400.5,841.5,449.5,1179.5,520.1699219,632.8300781,421.5,679.0,517.6897583,806.8449097,1660609622560000.0,0.0,0.0,0.5753235577895562,0.6457127071820362,0.7472309865733423,0.6054903361006191,0.743668198692563,-1.2088259023218766,-1.694367381804698,-0.9090687940293004,-0.9753924987243664,-1.1590434058252117,
2.0,401.46875,841.375,449.5,1179.5,520.1699219,632.8300781,421.5952454,679.0476074,517.612793,806.8215332,1660609622576666.5,0.0,0.0166665,0.5767151800033106,0.6457127071820362,0.7472309865733423,0.6056271573799976,0.7435576370190989,-1.208646338165263,-1.694367381804698,-0.9090687940293004,-0.9754608873854026,-1.1590098251731549,0.0
3.0,401.46875,841.375,449.5,1179.5,520.5,633.0,421.6099243,678.8581543,517.8549194,807.0617065,1660609622593333.2,-0.1093725572293656,0.03333325,0.5767151800033106,0.6457127071820362,0.747705148138487,0.6056482438143856,0.7439054548015777,-1.208646338165263,-1.694367381804698,-0.9093128890906096,-0.9751887354964482,-1.1593548373015996,-0.1093725572293656
4.0,401.46875,841.375,449.5,1179.5,520.5,633.2416382,421.7037048,678.8963013,517.8549194,807.0617065,1660609622610000.0,-0.1105826636457732,0.05,0.5767151800033106,0.6457127071820362,0.747705148138487,0.6057829607455001,0.7439054548015777,-1.208646338165263,-1.694367381804698,-0.9096600055673184,-0.975243534167507,-1.1593548373015996,-0.0012101064164075914
5.0,402.0,841.5,449.5,1179.5,520.5,633.2416382,421.6258545,679.7279053,517.833313,806.9811401,1660609622626666.5,-0.1106511981228849,0.0666665,0.5774783276689178,0.6457127071820362,0.747705148138487,0.6056711277578072,0.74387441692163,-1.2088259023218766,-1.694367381804698,-0.9096600055673184,-0.976438144334678,-1.1592391026002604,-6.853447711170635e-05
6.0,402.0,841.5,449.5,1179.5,520.5,633.2416382,421.6258545,679.7279053,517.833313,806.9811401,1660609622643333.2,-0.1106511981228849,0.08333325,0.5774783276689178,0.6457127071820362,0.747705148138487,0.6056711277578072,0.74387441692163,-1.2088259023218766,-1.694367381804698,-0.9096600055673184,-0.976438144334678,-1.1592391026002604,0.0
7.0,402.0,841.5,449.5,1179.5,520.5,633.5,421.6258545,679.7279053,517.8549194,807.0617065,1660609622659999.8,-0.1118802471342398,0.09999975,0.5774783276689178,0.6457127071820362,0.747705148138487,0.6056711277578072,0.7439054548015777,-1.2088259023218766,-1.694367381804698,-0.9100311457170632,-0.976438144334678,-1.1593548373015996,-0.001229049011354899
8.0,402.0,841.5,449.5,1179.5,520.5,633.5,421.6370239,679.4888916,517.8549194,807.0617065,1660609622676666.5,-0.1118802471342398,0.1166665,0.5774783276689178,0.6457127071820362,0.747705148138487,0.6056871727489341,0.7439054548015777,-1.2088259023218766,-1.694367381804698,-0.9100311457170632,-0.9760947979870016,-1.1593548373015996,0.0
9.0,402.1458435,841.145813,449.5,1179.5,520.5,633.5,421.6258545,679.7279053,517.6610718,807.3389282,1660609622693333.5,-0.1119387769074935,0.1333335,0.5776878337895184,0.6457127071820362,0.747705148138487,0.6056711277578072,0.7436269901551333,-1.208317108002369,-1.694367381804698,-0.9100311457170632,-0.976438144334678,-1.1597530699476433,-5.852977325369879e-05
10.0,402.1458435,841.145813,449.5,1179.5,520.5,633.5,421.6258545,679.7279053,517.6610718,807.3389282,1660609622710000.0,-0.1119387769074935,0.15,0.5776878337895184,0.6457127071820362,0.747705148138487,0.6056711277578072,0.7436269901551333,-1.208317108002369,-1.694367381804698,-0.9100311457170632,-0.976438144334678,-1.1597530699476433,0.0
11.0,402.6349182,841.7698364,449.5,1179.5,520.5,633.5,421.6258545,679.7279053,517.6610718,807.3389282,1660609622726666.8,-0.1119387769074935,0.16666675,0.5783903960777302,0.6457127071820362,0.747705148138487,0.6056711277578072,0.7436269901551333,-1.2092135258865937,-1.694367381804698,-0.9100311457170632,-0.976438144334678,-1.1597530699476433,0.0
12.0,402.6349182,841.7698364,449.5,1179.5,520.5,633.5,421.6258545,679.7279053,517.6610718,807.3389282,1660609622743333.2,-0.1119387769074935,0.18333325,0.5783903960777302,0.6457127071820362,0.747705148138487,0.6056711277578072,0.7436269901551333,-1.2092135258865937,-1.694367381804698,-0.9100311457170632,-0.976438144334678,-1.1597530699476433,0.0
13.0,402.6349182,841.7698364,450.0,1178.5,520.6231689,633.0,421.6258545,679.7279053,517.6610718,807.3389282,1660609622760000.0,-0.1497237202824452,0.2,0.5783903960777302,0.6464309638084902,0.747882081895683,0.6056711277578072,0.7436269901551333,-1.2092135258865937,-1.6929308685517903,-0.9093128890906096,-0.976438144334678,-1.1597530699476433,-0.03778494337495171
14.0,402.6349182,841.7698364,450.0,1178.5,520.5,633.2416382,421.6258545,679.7279053,517.6610718,807.3389282,1660609622776666.8,-0.1105505813121808,0.21666675,0.5783903960777302,0.6464309638084902,0.747705148138487,0.6056711277578072,0.7436269901551333,-1.2092135258865937,-1.6929308685517903,-0.9096600055673184,-0.976438144334678,-1.1597530699476433,0.03917313897026441
15.0,402.5,841.5,450.0,1178.5,520.5,633.2416382,421.6258545,679.7279053,517.6610718,807.3389282,1660609622793333.2,-0.1105505813121808,0.23333325,0.5781965842953717,0.6464309638084902,0.747705148138487,0.6056711277578072,0.7436269901551333,-1.2088259023218766,-1.6929308685517903,-0.9096600055673184,-0.976438144334678,-1.1597530699476433,0.0
16.0,402.5,841.5,450.0,1178.5,520.5,633.2416382,421.6099243,679.8581543,517.6610718,807.3389282,1660609622810000.0,-0.1105505813121808,0.25,0.5781965842953717,0.6464309638084902,0.747705148138487,0.6056482438143856,0.7436269901551333,-1.2088259023218766,-1.6929308685517903,-0.9096600055673184,-0.976625248749356,-1.1597530699476433,0.0
17.0,402.5,841.5,450.0,1178.5,520.5,633.2416382,421.706665,680.0,517.6610718,807.3389282,1660609622826666.5,-0.1105505813121808,0.2666665,0.5781965842953717,0.6464309638084902,0.747705148138487,0.6057872131120312,0.7436269901551333,-1.2088259023218766,-1.6929308685517903,-0.9096600055673184,-0.976829011977274,-1.1597530699476433,0.0
