Frame #,Arm Pink X,Arm Pink Y,Leg Pink X,Leg Pink Y,Neck Green X,Neck Green Y,Shoulder Pink X,Shoulder Pink Y,Back Pink X,Back Pink Y,Timestamp (microseconds),angles,Seconds,Arm Pink X meters,Leg Pink X meters,Neck Green X meters,Shoulder Pink X meters,Back Pink X meters,Arm Pink Y meters,Leg Pink Y meters,Neck Green Y meters,Shoulder Pink Y meters,Back Pink Y meters
1.0,400.5,841.5,449.5,1179.5,520.1699219,632.8300781,421.5,679.0,517.6897583,806.8449097,1660609622560000.0,0.0,0.0,0.5753235577895562,0.6457127071820362,0.7472309865733423,0.6054903361006191,0.743668198692563,-1.2088259023218766,-1.694367381804698,-0.9090687940293003,-0.9753924987243663,-1.1590434058252115
2.0,401.46875,841.375,449.5,1179.5,520.1699219,632.8300781,421.5952454,679.0476074,517.612793,806.8215332,1660609622576666.5,0.0,0.0166665,0.5767151800033106,0.6457127071820362,0.7472309865733423,0.6056271573799976,0.7435576370190989,-1.208646338165263,-1.694367381804698,-0.9090687940293003,-0.9754608873854026,-1.1590098251731549
3.0,401.46875,841.375,449.5,1179.5,520.5,633.0,421.6099243,678.8581543,517.8549194,807.0617065,1660609622593333.2,-0.1093725572326979,0.03333325,0.5767151800033106,0.6457127071820362,0.747705148138487,0.6056482438143856,0.7439054548015777,-1.208646338165263,-1.694367381804698,-0.9093128890906095,-0.9751887354964482,-1.1593548373015996
4.0,401.46875,841.375,449.5,1179.5,520.5,633.2416382,421.7037048,678.8963013,517.8549194,807.0617065,1660609622610000.0,-0.1105826636523649,0.05,0.5767151800033106,0.6457127071820362,0.747705148138487,0.6057829607455001,0.7439054548015777,-1.208646338165263,-1.694367381804698,-0.9096600055673183,-0.975243534167507,-1.1593548373015996
5.0,402.0,841.5,449.5,1179.5,520.5,633.2416382,421.6258545,679.7279053,517.833313,806.9811401,1660609622626666.5,-0.1106511981195911,0.0666665,0.5774783276689178,0.6457127071820362,0.747705148138487,0.6056711277578072,0.74387441692163,-1.2088259023218766,-1.694367381804698,-0.9096600055673183,-0.976438144334678,-1.1592391026002604
6.0,402.0,841.5,449.5,1179.5,520.5,633.2416382,421.6258545,679.7279053,517.833313,806.9811401,1660609622643333.2,-0.1106511981195911,0.08333325,0.5774783276689178,0.6457127071820362,0.747705148138487,0.6056711277578072,0.74387441692163,-1.2088259023218766,-1.694367381804698,-0.9096600055673183,-0.976438144334678,-1.1592391026002604
7.0,402.0,841.5,449.5,1179.5,520.5,633.5,421.6258545,679.7279053,517.8549194,807.0617065,1660609622659999.8,-0.1118802471342398,0.09999975,0.5774783276689178,0.6457127071820362,0.747705148138487,0.6056711277578072,0.7439054548015777,-1.2088259023218766,-1.694367381804698,-0.9100311457170633,-0.976438144334678,-1.1593548373015996
8.0,402.0,841.5,449.5,1179.5,520.5,633.5,421.6370239,679.4888916,517.8549194,807.0617065,1660609622676666.5,-0.1118802471342398,0.1166665,0.5774783276689178,0.6457127071820362,0.747705148138487,0.6056871727489341,0.7439054548015777,-1.2088259023218766,-1.694367381804698,-0.9100311457170633,-0.9760947979870015,-1.1593548373015996
9.0,402.1458435,841.145813,449.5,1179.5,520.5,633.5,421.6258545,679.7279053,517.6610718,807.3389282,1660609622693333.5,-0.1119387769042375,0.1333335,0.5776878337895184,0.6457127071820362,0.747705148138487,0.6056711277578072,0.7436269901551333,-1.208317108002369,-1.694367381804698,-0.9100311457170633,-0.976438144334678,-1.1597530699476433
10.0,402.1458435,841.145813,449.5,1179.5,520.5,633.5,421.6258545,679.7279053,517.6610718,807.3389282,1660609622710000.0,-0.1119387769042375,0.15,0.5776878337895184,0.6457127071820362,0.747705148138487,0.6056711277578072,0.7436269901551333,-1.208317108002369,-1.694367381804698,-0.9100311457170633,-0.976438144334678,-1.1597530699476433
