Timestamp (microseconds),Accel X (g),Accel Y (g),Accel Z (g),vel x (m/s),vel y (m/s),vel z (m/s),disp x (m),disp y (m),disp z (m),vel x (m/s).1,vel y (m/s).1,vel z (m/s).1,disp x (m).1,disp y (m).1,disp z (m).1,stamp velocity (m/s)
1658795598069671,-0.0940566109712368,-0.4733348592355231,0.9069352254520489,0.0,0.0,0.0,0.0001243473479211,0.0013181261364632,-0.6401509607796736,0.0,0.0,0.0,0.0001243475023423,0.0013181304653887,-0.6401509602719484,
1658795598085669,-0.0929579613946747,-0.4729686427100024,0.9032730601968416,-0.000208811617743,-0.0001558885638278,3.896355217477036e-05,0.0002675940391244,0.0012998648704973,-0.640313520443557,-0.0002088137040584,-0.0001558901238096,3.896741137063943e-05,0.0002675949226545,0.0012998687572894,-0.6403135195040046,0.013589795789441488
1658795598101667,-0.0921034561684597,-0.4707713435568781,0.9022964827954532,-0.000670614453492,-0.000437483108606,9.460376178611616e-05,0.0004111646775823,0.0012590522465477,-0.6404739090908989,-0.0006706186414857,-0.0004374862114681,9.461150680886108e-05,0.0004111662695424,0.0012590556969112,-0.6404739077286644,0.01369345143116341
1658795598117665,-0.0923476005188068,-0.4818799114976731,0.9126726176852068,-0.0013361439959517,-0.0008279906159518,0.0001699766129394,0.0005533021534439,0.0012256906749365,-0.6406356404456002,-0.0013361503008736,-0.000827995244436,0.0001699882701951,0.000553304433383,0.0012256936946333,-0.640635638669812,0.013617699821573131
1658795598133663,-0.093446250095369,-0.4826123445487145,0.920241092545968,-0.0021372879540106,-0.0012750924871305,0.0002761628800528,0.0006926712897579,0.0012094222804214,-0.6408012909304573,-0.0021372963909967,-0.0012750986238228,0.0002761784757198,0.0006926742374523,0.001209424875269,-0.6408012887502255,0.013568187164516443
1658795598149661,-0.0939345387960632,-0.4766308079652095,0.9217059586480508,-0.0029998873301652,-0.0017099252289748,0.000428352515219,0.0008286709289768,0.0011914634050198,-0.6409722951773797,-0.0029998979142351,-0.001709932856307,0.0004283720752457,0.0008286745244289,0.0011914655808897,-0.6409722926017952,0.013701744234719437
1658795598165659,-0.093446250095369,-0.4785839627679866,0.9031509880216682,-0.003858480664942,-0.0020779813480375,0.0006335562093024,0.0009614653241175,0.0011705802827395,-0.6411489731349205,-0.0038584934109981,-0.0020779904482881,0.0006335797594042,0.0009614695475556,0.0011705820455559,-0.6411489701730544,0.013875219150538638
1658795598181656,-0.0929579613946747,-0.4744335088120852,0.9025406271458004,-0.0046687196684799,-0.0023648568552447,0.0008839610778279,0.0010916988699832,0.0011494297931305,-0.6413307675837048,-0.0046687345913052,-0.0023648674105404,0.0008839886434852,0.0010917037018607,0.0011494311488683,-0.6413307642446073,0.014039194756366656
1658795598197654,-0.0922255283436332,-0.4765087357900359,0.9044937819485774,-0.0054133885753414,-0.0025886599120872,0.0011663084629471,0.0012200741631252,0.0011225506852331,-0.6415166286320612,-0.0054134056895982,-0.0025886719044041,0.0011663400694022,0.0012200795841203,0.0011225516399165,-0.6415166249247605,0.014217483683554655
1658795598213652,-0.0924696726939804,-0.4752880140383002,0.9090104524299996,-0.0061004999593911,-0.0027702889115114,0.0014738143975494,0.0013471033941725,0.0010978474001281,-0.641705435267131,-0.0061005192796194,-0.0027703023226764,0.0014738500698043,0.0013471093851876,0.0010978479598287,-0.6417054312006321,0.014306169899545565
